timestamp,behavior_events,top_action,top_product,top_category,order_events,avg_order_value,total_revenue,orders_placed,orders_delivered,orders_cancelled
2026-03-13T09:48:50.757260,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:49:01.592190,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:49:12.885404,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:49:26.587233,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:49:37.508864,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:49:48.057770,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:49:58.549116,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:50:09.617629,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:50:19.954635,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:50:30.806486,23384,view,elec-003,clothing,8935,47080.54,420664633.14,4543,739,166
2026-03-13T09:50:41.246337,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:50:52.333833,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:51:03.322941,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:51:13.955976,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:51:24.465029,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:51:34.971248,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:51:45.505652,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:51:56.301070,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:52:06.745753,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:52:17.057287,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:52:28.845611,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:52:39.345752,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:52:49.585890,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:52:59.749623,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:53:10.586117,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:53:21.105243,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:53:31.510605,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:53:42.196999,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:53:52.563152,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:54:03.266126,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:54:13.864040,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:54:25.213003,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:54:35.977415,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:54:46.299917,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:54:58.261128,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:55:09.032795,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:55:19.648798,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:55:30.291182,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:55:40.562430,23384,view,elec-003,clothing,8935,47080.54,420664633.14,4543,739,166
2026-03-13T09:55:51.107976,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:56:01.693736,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:56:12.363602,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:56:22.940981,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:56:33.623308,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:56:44.352983,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:56:54.806276,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:57:05.309234,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:57:15.533298,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:57:25.726257,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:57:35.868118,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:57:46.164586,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:57:56.358332,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:58:06.752786,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:58:17.039839,23384,view,elec-003,clothing,8935,47080.54,420664633.14,4543,739,166
2026-03-13T09:58:27.222085,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:58:37.453121,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:58:48.001768,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:58:58.307625,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:59:08.554503,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:59:19.115610,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:59:29.466340,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:59:39.655358,0,none,none,none,0,0,0,0,0,0
2026-03-13T09:59:49.818517,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:00:00.297496,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:00:10.592167,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:00:20.679054,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:00:31.049019,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:00:41.511960,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:00:51.844863,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:01:02.419199,23384,view,elec-003,clothing,8935,47080.54,420664633.14,4543,739,166
2026-03-13T10:01:12.838267,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:01:23.116727,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:01:33.345536,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:01:43.549349,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:01:53.772889,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:02:04.098207,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:02:14.151023,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:02:24.382682,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:02:34.589375,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:02:44.804826,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:02:55.054608,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:03:05.295262,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:04:41.250336,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:04:51.507413,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:05:01.801113,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:05:11.972609,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:05:22.154084,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:05:32.702162,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:05:43.140467,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:05:53.455950,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:06:03.655006,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:06:13.855335,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:06:24.118088,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:06:34.673517,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:06:44.918722,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:06:55.188346,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:07:05.426385,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:07:15.655585,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:07:25.892785,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:08:28.494146,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:08:38.852540,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:08:49.139990,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:08:59.664241,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:09:09.884195,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:09:20.409251,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:09:30.712330,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:09:40.877286,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:09:51.008724,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:10:01.465958,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:10:11.695377,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:10:21.952229,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:10:32.136628,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:10:42.492819,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:10:52.831994,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:11:03.284153,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:11:13.529101,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:11:23.785770,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:11:34.064553,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:11:44.214670,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:11:54.503364,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:12:04.929407,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:12:15.654376,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:12:26.134311,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:12:36.491751,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:12:47.157353,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:12:57.485277,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:13:07.753050,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:13:18.112401,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:13:28.417063,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:52:35.079086,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:52:45.370670,2519,view,home-001,home,984,47432.05,46673132.62,523,58,18
2026-03-13T10:52:55.680285,96,view,elec-004,clothing,40,47159.77,1886390.95,22,3,1
2026-03-13T10:53:05.807287,670,view,clth-003,books,235,50190.39,11794742.17,127,19,8
2026-03-13T10:53:15.825829,317,view,sprt-002,home,140,43679.66,6115151.96,70,8,2
2026-03-13T10:53:25.946814,332,view,sprt-002,books,119,57216.1,6808715.47,60,13,0
2026-03-13T10:53:36.172495,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:53:46.444346,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:53:56.632446,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:54:06.942679,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:54:17.160630,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:54:27.332136,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:54:37.495060,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:54:47.622209,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:54:57.812159,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:55:08.088741,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:55:18.325637,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:55:28.496228,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:55:38.642733,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:55:48.801776,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:55:59.006939,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:56:09.229691,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:56:19.462912,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:56:29.698918,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:56:39.923628,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:56:50.127888,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:57:00.270678,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:57:10.482108,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:57:20.738143,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:57:30.981942,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:57:41.168120,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:57:51.443301,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:58:01.682055,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:58:11.861139,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:58:22.070542,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:58:32.288419,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:58:42.460461,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:58:52.669565,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:59:02.840039,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:59:13.011282,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:59:23.193257,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:59:33.422406,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:59:43.624169,0,none,none,none,0,0,0,0,0,0
2026-03-13T10:59:53.817603,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:00:04.165415,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:00:14.354109,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:00:24.586474,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:00:34.901548,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:00:45.115609,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:00:55.266698,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:01:05.441472,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:01:15.634871,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:01:25.896267,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:01:36.067345,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:01:46.242340,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:01:56.475674,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:02:06.744683,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:02:16.932538,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:02:27.184110,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:02:37.381480,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:02:47.651545,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:02:57.888359,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:03:08.285314,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:03:18.482649,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:03:28.671271,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:03:38.828413,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:03:49.011395,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:03:59.158752,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:04:09.327637,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:04:19.547804,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:04:29.782976,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:04:39.966704,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:04:50.147620,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:05:00.304069,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:05:10.484501,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:05:20.760511,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:05:30.929917,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:05:41.097337,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:05:51.238199,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:06:01.421979,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:06:11.590970,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:06:21.778144,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:06:31.966883,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:06:42.098540,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:06:52.350889,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:07:02.525086,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:07:12.740425,0,none,none,none,0,0,0,0,0,0
2026-03-13T11:16:05.951938,4423,view,home-001,home,1698,48319.34,82046235.1,889,115,32
2026-03-13T11:16:15.953059,347,view,clth-004,electronics,125,46060.61,5757576.05,65,10,1
2026-03-13T11:16:25.988222,337,view,book-002,clothing,131,53117.65,6958412.16,63,8,2
2026-03-13T11:16:35.995452,309,view,home-005,home,136,44061.09,5992308.07,73,9,2
2026-03-13T11:16:46.001728,329,view,elec-002,electronics,144,39669.12,5712352.79,68,16,2
2026-03-13T11:16:56.003136,299,view,home-003,books,143,55597.91,7950501.17,76,9,2
2026-03-13T11:17:06.019584,348,view,book-005,electronics,109,57241.98,6239375.39,58,12,0
2026-03-13T11:17:16.979464,304,view,clth-002,sports,148,52586.29,7782770.53,76,15,4
2026-03-13T11:17:26.983323,336,view,book-001,books,113,39841.3,4502066.72,62,11,1
2026-03-13T11:17:36.991785,342,view,home-004,home,125,41866.07,5233259.25,63,7,3
2026-03-13T11:17:46.992037,348,view,book-004,home,112,39077.41,4376670.19,38,10,1
